ChangedType,Dynamic?,AddedTag,addedXpath,typeChanged,oldType,oldTag,oldXpath,newType,newTag,newXpath,removedTag,removedXpath,DOM,CV,Result,vista,GroundTruth
[NODE_ADDED],NO,h2,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/div[17]/div[1]/div[1]/h2[1],,,,,,,,,,TP,FP,TP,NA,h2-Household must haves. A
[NODE_REMOVED],YES,,,,,,,,,,div,/html/body/div[3]/div[2]/div[3]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1],FP,,,,Welcome
[NODE_ADDED],NO,div,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/div[16],,,,,,,,,,TP,FP,TP,NA,Get ready for school. A
[NODE_ADDED],NO,hr,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/hr[9],,,,,,,,,,TP,TP,TP,NA,hr below Dresses with 4+...A
[NODE_ADDED],NO,div,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/div[15],,,,,,,,,,TP,FP,TP,NA,Dresses with 4+. A
[NODE_ADDED],NO,hr,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/hr[8],,,,,,,,,,TP,TP,TP,NA,hr above Dresses with 4+...A
[NODE_ADDED],NO,div,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/div[14],,,,,,,,,,TP,FP,TP,NA,Best sellers in beauty..A
[NODE_ADDED],NO,hr,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/hr[7],,,,,,,,,,TP,TP,TP,NA,hr above Best sellers in beauty..A
[NODE_ADDED],NO,div,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/div[13],,,,,,,,,,TP,FP,TP,NA,Home improvement ideas. A
[NODE_ADDED],NO,div,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/div[12],,,,,,,,,,TP,FP,TP,NA,Find great gifts. A
[NODE_ADDED],NO,div,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/div[11],,,,,,,,,,TP,FP,TP,NA,Amazon's response to covid-19. A
[NODE_ADDED],NO,div,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/div[10],,,,,,,,,,TP,FP,TP,NA,Prep for colledge. A
[NODE_ADDED],NO,hr,/html/body/div[3]/div[2]/div[3]/div[4]/div[1]/hr[6],,,,,,,,,,TP,TP,TP,NA,"hr above ""above"". A"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
* Changed elements not detected by WebEvo,,,,,,,,,,,,,,,,,
ADD,UPDATE,DELETE,,,,,,,,,,,,,,,
Blog,Amazon Fresh,Zappos,,,,,,,,,,,,,,,
Sustainability,Amazon Drive,ACX,,,,,,,,,,,,,,,
Amazon and COVID-19,Amazon Global,Amazon Rapids,,,,,,,,,,,,,,,
Neibors app,East Dane,TenMarks.com,,,,,,,,,,,,,,,
ComiXology,Home Services,Souq.com,,,,,,,,,,,,,,,
Whole Foods Market,AbaBooks,Alexa,,,,,,,,,,,,,,,
,Prime photos -> Amazon photos,Amazon Restaraunts,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"* A/U/D in GroundTruth column indicates element is added/updated/deleted. Note w/o A/U/D means the element has already been counted, don't double count.",,,,,,,,,,,,,,,,,
